Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,City,AQI
04-12-2024,Delhi - Punjabi Bagh,75.17,161.29,35.85,22.26,24.58,1.16,36.44,Delhi,149.3734483
05-12-2024,Delhi - Punjabi Bagh,82.12,169.75,31.69,43.86,15.37,1.24,36.94,Delhi,173.0993103
06-12-2024,Delhi - Punjabi Bagh,89.09,181.38,74.39,55.4,22.85,1.52,32.11,Delhi,196.8934483
07-12-2024,Delhi - Punjabi Bagh,132.08,246.67,53.34,21.06,29.51,2.55,36.99,Delhi,309.5032558
08-12-2024,Delhi - Punjabi Bagh,181.77,305.5,62.57,21.61,24.61,2.15,37.22,Delhi,347.6374419
09-12-2024,Delhi - Punjabi Bagh,105.86,200.43,51.67,20.14,13.75,1.36,33.3,Delhi,251.7289655
10-12-2024,Delhi - Punjabi Bagh,101.79,180.92,45.55,18.26,30.98,1.27,29.99,Delhi,237.8348276
11-12-2024,Delhi - Punjabi Bagh,110.12,207.92,46.65,17.24,24,1.55,37.23,Delhi,266.2717241
12-12-2024,Delhi - Punjabi Bagh,162.68,273.96,52.28,20.07,26.38,1.67,34.33,Delhi,332.9869767
13-12-2024,Delhi - Punjabi Bagh,114.42,227.58,43.04,19.67,16.13,1.29,47.25,Delhi,280.9510345
14-12-2024,Delhi - Punjabi Bagh,121.32,224.49,36.05,19.92,20.32,1.37,43.23,Delhi,301.2455814
15-12-2024,Delhi - Punjabi Bagh,236.26,364.73,47.73,28.64,9.47,2.13,28.26,Delhi,389.4553488
16-12-2024,Delhi - Punjabi Bagh,360.96,498.78,52.31,33.66,11.66,2.92,35.66,Delhi,444.7190361
17-12-2024,Delhi - Punjabi Bagh,395.58,505.1,60.86,32.58,19.81,3.95,30.61,Delhi,458.4836145
18-12-2024,Delhi - Punjabi Bagh,412.33,534.55,51.98,33.76,21.52,3.17,27.16,Delhi,465.143253
19-12-2024,Delhi - Punjabi Bagh,438.83,554.91,48.82,38.86,23.21,4.2,32.44,Delhi,475.6793976
20-12-2024,Delhi - Punjabi Bagh,347.79,471.17,59.55,51.48,32.74,2.48,21.16,Delhi,439.4827711
21-12-2024,Delhi - Punjabi Bagh,244.62,354,59.34,79.83,24.52,2.63,29.12,Delhi,395.8711628
22-12-2024,Delhi - Punjabi Bagh,361.69,496.17,80.43,92.83,24.65,4.88,26.95,Delhi,445.0092771
23-12-2024,Delhi - Punjabi Bagh,299,430.17,75.43,69.18,27.66,2.39,14.92,Delhi,420.0843373
24-12-2024,Delhi - Punjabi Bagh,226.57,335.46,63.05,64.8,31.46,2.11,12.76,Delhi,382.0188372
25-12-2024,Delhi - Punjabi Bagh,214.33,300.29,59.31,65.69,38.3,1.42,15.41,Delhi,372.6253488
26-12-2024,Delhi - Punjabi Bagh,240.29,357.42,63.95,64.97,39.31,2.54,21.12,Delhi,392.5481395
27-12-2024,Delhi - Punjabi Bagh,160.7,209.78,60.88,60.54,28.72,1.49,9.7,Delhi,331.4674419
28-12-2024,Delhi - Punjabi Bagh,106.45,137.68,51.8,54.85,39.39,1.57,5.82,Delhi,253.7431034
29-12-2024,Delhi - Punjabi Bagh,97.33,136.54,41.2,46.15,32.18,0.76,18.1,Delhi,222.6093103
30-12-2024,Delhi - Punjabi Bagh,99.17,139.88,41.99,39.72,32.53,0.65,23.03,Delhi,228.8906897
31-12-2024,Delhi - Punjabi Bagh,198.5,300,53.23,32.96,31.68,1.59,19.49,Delhi,360.4767442
01-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),127.17,234.16,48.21,27.52,11.12,1.58,13.55,Mumbai,305.7351163
02-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),133.34,223.44,56.46,28.47,7.32,1.22,15.82,Mumbai,310.4702326
03-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),109.1,210.64,57.92,32.34,6.82,1.23,19.36,Mumbai,262.7896552
04-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),116.68,221.51,54.64,32.58,6.88,1.19,17.59,Mumbai,288.6662069
05-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),97.56,187.9,37.54,31.77,8.39,1.17,16.46,Mumbai,223.3944828
06-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),80.61,168.46,48.71,29.48,10.9,1.11,14.44,Mumbai,167.9444828
07-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),94.49,199.51,53.4,26.94,8.41,1.46,16.14,Mumbai,212.9141379
08-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),76.02,167.11,37.74,27.95,5.81,1.11,12.22,Mumbai,152.2751724
09-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),74.73,167.2,52.01,25.21,7.8,0.99,17.92,Mumbai,147.8713793
10-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),81.48,203,46.92,25.02,10.36,1.16,20.79,Mumbai,170.9144828
11-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),91.46,222.24,36.39,27.33,11.94,1.32,14,Mumbai,202.5703448
12-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),104.46,233.06,30.16,27.05,9.98,1.78,12.63,Mumbai,246.9496552
13-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),76.25,158.05,29.42,28.54,5.38,0.98,10.15,Mumbai,153.0603448
14-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),43.62,141.9,24.58,29.92,5.53,0.83,11.55,Mumbai,128.1751678
15-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.99,137.5,34.9,27.64,6.21,0.79,11.5,Mumbai,125.2516779
16-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),39.25,118.58,39.07,27.29,5.84,0.67,14.38,Mumbai,112.6806711
17-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),68.16,168.28,43.33,28.4,7.75,0.95,13.77,Mumbai,145.7028188
18-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),101.12,225.07,58.52,29.72,10.04,1.24,14.09,Mumbai,235.5475862
19-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),116.75,262.32,38.12,30.31,9.45,1.74,11.02,Mumbai,288.9051724
20-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),100.81,237.66,54.38,30.79,11.45,1.9,13.3,Mumbai,234.4893103
21-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),108.64,269.79,35.87,34.92,11.21,2.09,9.27,Mumbai,261.2193103
22-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),82.58,247.57,63.23,41.9,10.17,1.68,9.29,Mumbai,198.3854362
23-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),94.94,253.66,43.14,40.26,10.36,1.51,13,Mumbai,214.4503448
24-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),78.48,208.91,40.35,40.25,9.53,1.35,12.28,Mumbai,172.6985906
25-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),109.79,279.38,50.43,40.7,10.97,1.88,11.65,Mumbai,265.1451724
26-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),117.56,267.22,46.77,39.36,10.59,2.01,13.57,Mumbai,291.6703448
27-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),61.59,145.76,41.44,40.36,7.2,1.09,10.2,Mumbai,130.7398658
28-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.5,108.15,29.02,42.73,5.86,0.72,9.43,Mumbai,105.7506711
29-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.78,144.28,45.53,37.83,4.32,0.56,14.24,Mumbai,129.7565101
30-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),64.16,203.67,53.88,43.18,8.7,0.97,18.65,Mumbai,169.2169799
31-01-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),81.57,226.38,60.4,43.57,9.84,1.24,14.22,Mumbai,184.3061745
01-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),90.16,248.36,58,45.67,9.56,1.41,14.01,Mumbai,198.9103356
02-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),90.16,230.51,40.44,47.32,10.72,1.57,19.45,Mumbai,187.0502685
03-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),100.73,226.32,38.03,42.5,8.13,1.51,13.78,Mumbai,234.2162069
04-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),90.26,215.45,50.14,51.18,9.04,1.2,18.35,Mumbai,177.0439597
05-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),80.93,216.6,56.04,55.26,11.78,1.37,12.43,Mumbai,177.8080537
06-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),62.31,198.74,57.5,56.47,10.26,1.03,17.58,Mumbai,165.9413423
07-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),64.42,196.5,57.34,67.33,10.77,1.12,15.81,Mumbai,164.4530201
08-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),80.14,197.59,43.61,71.16,10.01,1.09,17.42,Mumbai,166.34
09-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),84.87,175.34,36.11,59.81,12.39,0.81,22.69,Mumbai,182.4872414
10-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),65.17,160.45,42.07,49.25,11.96,0.87,18.72,Mumbai,140.5003356
11-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),69.62,178.67,50.35,39.63,12.9,1.11,12.3,Mumbai,152.6062416
12-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),71.59,193.52,59.23,35.33,9.16,1.34,13.74,Mumbai,162.4730201
13-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),78.43,222.87,35.77,37.43,10.73,1.48,11.32,Mumbai,181.9740268
14-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),63.42,212.87,48.66,38.25,9.94,1.13,17.25,Mumbai,175.3297315
15-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),65.78,205.55,50.97,37.18,11.01,1.17,17.37,Mumbai,170.4661074
16-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),89.59,240.42,55.61,38.35,14.38,1.31,20.76,Mumbai,198.6003448
17-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),107.24,282.17,48.6,40.31,12.48,1.76,17.28,Mumbai,256.44
18-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),101.22,274,81.77,39.93,16.48,1.75,25.08,Mumbai,235.8889655
19-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),105.08,308.33,91.55,36.58,15.75,1.59,29.04,Mumbai,258.33
20-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),77.68,211.34,80.05,33.63,7.69,1.23,16.58,Mumbai,174.3131544
21-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),48.23,158.07,60.14,35.92,5.37,0.93,15.78,Mumbai,138.9189933
22-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),83.23,223.02,98.43,32.38,12.65,1.38,25.12,Mumbai,182.0736913
23-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),97.48,266.3,98.85,30.38,14.91,1.44,29.06,Mumbai,223.1213793
24-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),108.75,260.19,97.73,35.43,11.06,1.74,30.44,Mumbai,261.5948276
25-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),55.43,213.42,64.45,26.23,8.81,0.95,26.16,Mumbai,175.6951678
26-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.1,164.63,74.28,25.29,15.92,0.73,40.94,Mumbai,143.277651
27-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),60.58,185.35,94.97,28.69,22.94,1.05,46.52,Mumbai,157.0446309
28-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),90.01,256.75,91.08,32.88,18.81,1.74,32.51,Mumbai,206.75
29-02-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),86.14,233.94,81.68,36.64,13.39,1.45,21.16,Mumbai,189.3292617
01-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),52.36,162.62,62.65,42.12,4.55,0.79,22.46,Mumbai,141.9421477
02-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),56.08,176.05,47.17,31.04,5.75,1,17,Mumbai,150.8654362
03-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.21,166.37,53.82,34.35,2.25,0.64,19.69,Mumbai,144.4337584
04-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.78,158.29,54.81,27.05,2.55,0.64,18.11,Mumbai,139.0651678
05-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.46,140.37,41.8,26.95,2.76,0.5,19.7,Mumbai,127.1585906
06-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.78,133.5,34.23,25.74,1.93,0.43,14.27,Mumbai,122.5939597
07-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.3,171.05,46.98,23.27,1.36,0.49,24.52,Mumbai,147.5432886
08-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.02,148.33,51.61,20.61,2.8,0.55,28.49,Mumbai,132.4474497
09-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.15,167.65,55.17,24.09,2.24,0.71,25.85,Mumbai,145.2842282
10-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),68.49,159.97,32.19,25.75,1.79,1.03,21.46,Mumbai,140.1814094
11-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.17,88.33,43.45,20.13,1.27,0.42,20.38,Mumbai,88.33
12-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.83,110.82,44.46,19.36,1.43,0.47,20.99,Mumbai,107.524698
13-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),27.72,149.54,55.98,18.02,4.1,0.46,36.22,Mumbai,133.2514094
14-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.75,167.09,57.65,18.32,5.6,0.64,45.6,Mumbai,144.9121477
15-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),68.75,225.71,55.92,22.12,13.25,1.41,36.67,Mumbai,183.8610067
16-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),72.88,233.76,82.61,25.36,20.18,1.44,33.64,Mumbai,189.2096644
17-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),83.14,251.2,68.57,31.36,17.11,1.76,37.23,Mumbai,201.2
18-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),73.38,221.24,41.82,36.43,10.91,1.67,11.57,Mumbai,180.8910067
19-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.46,129.36,17.11,45.96,2.78,0.79,7.23,Mumbai,119.8432215
20-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.72,117.5,10.57,44.46,3.17,0.64,6.92,Mumbai,111.9630872
21-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.12,77.31,13.88,43.64,2.67,0.52,7.16,Mumbai,77.31
22-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.26,60.68,15.07,32.22,1.5,0.32,7.15,Mumbai,60.68
23-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.35,71.8,14.42,27.63,1.54,0.39,7.37,Mumbai,71.8
24-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.87,102.66,14.5,25.31,1.93,0.52,7.43,Mumbai,102.102953
25-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.24,78.74,10.22,22.59,2.15,0.43,7.16,Mumbai,78.74
26-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.02,66.65,13.39,21.31,2.21,0.38,7.25,Mumbai,66.65
27-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28.98,70.83,14.21,18.86,1.18,0.32,7.45,Mumbai,70.83
28-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.43,64.72,16.5,18.73,0.93,0.39,8.04,Mumbai,64.72
29-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.37,68.79,15.26,19.93,0.83,0.35,7.44,Mumbai,68.79
30-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28.76,67.42,11.5,20.21,1.1,0.4,7.11,Mumbai,67.42
31-03-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.01,63.57,14.47,19.47,1.36,0.41,7.18,Mumbai,63.57
01-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18,65.33,16.26,20.17,1.21,0.31,7.06,Mumbai,65.33
02-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,78.15,14.02,20.35,1.36,0.36,7.23,Mumbai,78.15
03-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,90.17,12.36,18.65,1.06,0.29,7.14,Mumbai,90.17
04-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,78.83,11.09,18.41,1.44,0.34,7,Mumbai,78.83
05-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,61.58,16.31,18.74,1.72,0.35,7.06,Mumbai,61.58
06-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,32.16,9.15,17.44,1.71,0.24,6.95,Mumbai,32.16
07-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,71.6,10.79,17.62,1.88,0.24,7.24,Mumbai,71.6
08-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,100.88,10.63,17.31,1.84,0.24,7.09,Mumbai,13.2875
09-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,93.57,12.32,13.93,1.65,0.26,7.11,Mumbai,93.57
10-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,78.49,16.69,13.21,1.53,0.28,7.01,Mumbai,78.49
11-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,73.34,16.23,12.2,1.41,0.31,7.07,Mumbai,73.34
12-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,65.07,13.55,11.99,1.83,0.33,6.91,Mumbai,65.07
13-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,64.49,17.24,11.57,2.07,0.27,6.83,Mumbai,64.49
14-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,70.29,19.24,11.21,1.98,0.31,7.02,Mumbai,70.29
15-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,55.08,18.43,10.91,1.84,0.33,6.99,Mumbai,55.08
16-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,47.38,10.68,10.52,1.79,0.24,6.73,Mumbai,47.38
17-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,39.14,10.54,10.31,2,0.22,6.81,Mumbai,39.14
18-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,17.42,14.58,10.18,1.83,0.19,7,Mumbai,18.225
19-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,57.07,13.49,9.73,1.67,0.22,7.12,Mumbai,57.07
20-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,71.9,13.87,11.3,1.91,0.35,6.98,Mumbai,71.9
21-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,45.04,11.78,11.6,2.17,0.3,7.05,Mumbai,45.04
22-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,42.73,10.56,10.71,2.03,0.2,6.89,Mumbai,42.73
23-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,43.31,11.67,9.79,1.86,0.18,7.02,Mumbai,43.31
24-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,39.13,10.18,9.72,2.11,0.21,6.82,Mumbai,39.13
25-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,27.16,15.29,9.34,1.64,0.16,6.82,Mumbai,27.16
26-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,33.18,13.5,9.9,1.68,0.19,6.8,Mumbai,33.18
27-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,39.24,12.19,9.67,1.53,0.17,6.75,Mumbai,39.24
28-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,43.73,16.31,9.46,1.54,0.19,6.69,Mumbai,43.73
29-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,42.38,10.97,9.26,1.62,0.24,6.77,Mumbai,42.38
30-04-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,20.02,6.79,9.02,1.72,0.19,6.8,Mumbai,20.02
01-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,15.1,14.5,8.97,1.75,0.17,6.86,Mumbai,18.125
02-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,13.82,12.94,8.81,1.7,0.16,6.61,Mumbai,16.175
03-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),,17.46,10.32,8.79,1.5,0.16,6.66,Mumbai,17.46
04-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.64,18.39,11.37,10.91,1.86,0.19,6.71,Mumbai,22.73333333
05-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.05,27.53,12.88,11.58,2.13,0.19,6.48,Mumbai,27.53
06-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),8.87,42.58,10.8,11.71,2.44,0.21,6.44,Mumbai,42.58
07-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),7.4,37.26,7.14,9.38,2.4,0.25,6.87,Mumbai,37.26
08-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),4.83,38.3,,,2.6,,,Mumbai,38.3
09-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),5.64,36.01,,,1.24,,,Mumbai,36.01
10-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),6.09,40.82,,,0.36,,,Mumbai,40.82
11-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.09,47.24,,,0.68,,,Mumbai,47.24
12-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),7.43,43.48,,,0.08,,,Mumbai,43.48
13-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.44,26.74,24.82,3.7,0.1,0.12,6.66,Mumbai,31.025
14-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),9.83,26.13,23.35,3.87,0.08,0.14,6.61,Mumbai,29.1875
15-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),7.36,50.48,25.37,3.6,0.07,0.15,6.62,Mumbai,31.7125
16-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.09,114.57,23.13,5.81,1.17,0.13,6.38,Mumbai,110.0163087
17-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.48,113.43,21.28,7.22,1.55,0.13,6.37,Mumbai,109.2588591
18-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.91,80.45,25.4,6.45,1.14,0.1,6.47,Mumbai,80.45
19-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),7.63,53.6,18.87,7.46,1.68,0.1,6.32,Mumbai,53.6
20-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.28,36.23,19.32,5.83,1.43,0.12,6.91,Mumbai,36.23
21-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28.55,,21.14,5.48,0.99,0.13,6.6,Mumbai,47.58333333
22-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.11,44.63,22.47,5.61,0.9,0.14,6.55,Mumbai,44.63
23-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),9.19,30.49,17.37,8.05,2.03,0.19,6.46,Mumbai,30.49
24-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),8.26,25.11,15.47,7.85,2.1,0.15,6.24,Mumbai,25.11
25-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),5.83,61.67,17.16,7.77,2.13,0.15,6.25,Mumbai,61.67
26-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),5.4,46.44,11.35,8.15,2.57,0.17,6.45,Mumbai,46.44
27-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),6.14,23.37,10.04,8.82,2.97,0.17,6.17,Mumbai,23.37
28-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),6.34,27.51,9.76,9.03,3.09,0.16,6.37,Mumbai,27.51
29-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.6,27.6,6.13,9.77,3.56,0.17,6.32,Mumbai,27.6
30-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),11.93,32.23,9.19,9.48,3.42,0.16,6.12,Mumbai,32.23
31-05-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),5.06,11.19,13.43,9.16,3.14,0.13,6.15,Mumbai,16.7875
01-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.3,31.85,5.54,7.99,2.89,0.16,6.96,Mumbai,38.83333333
02-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.6,52.68,33.63,5.86,1.52,0.36,6.87,Mumbai,52.68
03-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),8.1,22.83,30,3.64,2.69,0.13,7.32,Mumbai,37.5
04-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.22,,18.93,6.34,20.14,0.21,6.39,Mumbai,42.03333333
05-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.8,43.55,20.71,8.27,29.48,0.28,6.43,Mumbai,43.55
06-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.96,43.25,15.18,7.16,35.88,0.11,6.37,Mumbai,44.85
07-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24,,15.43,8.01,36.56,0.1,6.39,Mumbai,45.7
08-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.28,,20.64,8.55,36.38,0.13,6.75,Mumbai,45.475
09-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.07,,13.84,9.21,39.31,0.12,6.34,Mumbai,49.1375
10-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.24,,9.67,9.44,41.33,0.15,6.5,Mumbai,51.41461538
11-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.25,,10.13,9.44,42.81,0.11,6.36,Mumbai,53.27410256
12-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.44,27.28,19.41,11.56,46.01,0.24,10.54,Mumbai,57.29461538
13-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.07,21.9,24.46,27.99,38.28,0.36,3.76,Mumbai,47.85
14-06-2020,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),6.06,13.14,26.23,27.22,10.17,0.32,3.35,Mumbai,32.7875
